freq,nrg_bal,siec,unit,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GEP,TOTAL,KTOE,LU	105.761 	107.997 	108.340 	111.394 	87.877 	100.283 	139.391 	318.035 	311.386 	355.301 	355.041 	372.615 	344.055 	305.855 	333.481 	394.779 	319.544 	328.201 	248.420 	254.942 	237.840 	188.958 	192.188 	189.139 	164.095 	192.112 	190.111 	195.086 	218.867 	235.799 
A,GEP,TOTAL,KTOE,LV	342.149 	268.856 	387.413 	498.447 	353.424 	355.681 	368.025 	341.747 	341.836 	403.202 	421.836 	420.646 	410.219 	453.561 	478.768 	569.814 	524.012 	530.333 	533.829 	441.910 	475.857 	552.501 	647.566 	578.235 	553.601 	492.248 	502.685 	432.586 	549.233 	543.561 
A,GEP,TOTAL,KTOE,MT	140.327 	142.562 	144.970 	147.979 	159.415 	164.832 	167.068 	176.440 	192.261 	190.542 	192.605 	194.411 	197.420 	198.796 	186.414 	181.744 	187.352 	197.219 	193.590 	193.026 	112.183 	73.696 	142.027 	168.743 	177.113 	184.271 	190.444 	197.156 	201.574 	187.952 
A,GEP,TOTAL,KTOE,NL	6978.180 	7345.095 	7439.530 	7834.437 	7456.615 	7706.795 	8053.603 	8252.968 	8324.817 	8702.810 	8591.792 	8498.033 	9042.502 	9247.805 	9775.537 	10255.313 	9798.898 	8876.613 	8738.627 	8887.134 	9476.649 	9901.841 	10074.612 	9834.885 	10439.209 	10600.011 	10504.768 	10453.383 	10459.215 	10648.663 
A,GEP,TOTAL,KTOE,NO	10593.207 	9026.999 	9600.774 	10060.877 	10551.763 	12294.239 	10480.653 	11238.607 	9223.818 	9511.350 	11866.638 	10454.170 	11796.389 	12221.324 	11330.439 	10630.353 	10966.380 	12696.733 	11528.117 	12207.223 	12428.719 	12815.305 	12852.966 	12648.081 	11599.881 	13344.425 	13578.778 	12616.590 	13318.579 	: 
A,GEP,TOTAL,KTOE,PL	11952.365 	12310.662 	12277.730 	12277.646 	12220.808 	12483.628 	12520.679 	12392.602 	13037.943 	13255.300 	13494.066 	13907.301 	13701.430 	13353.769 	13045.713 	13556.166 	14062.582 	13941.467 	14151.283 	13676.594 	14182.742 	14328.152 	14657.382 	14620.762 	14100.473 	13589.230 	15445.530 	15455.556 	14390.543 	14822.330 
A,GEP,TOTAL,KTOE,PT	2860.275 	2968.272 	2941.359 	3352.021 	3722.012 	3763.027 	3999.054 	3964.488 	4028.547 	3878.374 	4004.606 	4216.806 	4062.961 	3952.944 	4317.029 	4650.795 	4510.942 	4008.301 	4443.013 	4540.284 	4507.268 	5187.287 	5110.208 	5127.780 	4570.436 	4563.921 	4383.453 	4196.710 	4216.969 	4392.902 
A,GEP,TOTAL,KTOE,RO	5078.160 	5247.463 	4877.816 	4556.062 	4339.123 	4433.362 	4603.697 	4679.106 	4715.477 	4858.044 	5108.605 	5391.002 	5302.965 	5585.264 	4988.319 	5243.238 	5349.525 	5076.944 	5063.306 	5647.001 	5700.338 	5597.854 	5528.463 	5578.372 	5126.638 	4809.536 	5113.522 	4815.359 	4985.612 	4589.512 
A,GEP,TOTAL,KTOE,SE	12755.874 	12094.747 	12833.109 	13657.026 	13315.590 	12490.664 	13896.519 	12616.911 	11645.470 	13047.218 	13622.906 	12331.601 	12804.978 	12901.006 	11757.067 	12772.701 	12932.544 	14321.668 	13169.894 	13212.590 	13939.187 	13414.414 	14122.958 	14049.871 	14483.147 	14087.102 	14771.969 	14888.994 	14281.427 	14820.894 
A,GEP,TOTAL,KTOE,SI	1110.318 	1122.700 	1132.932 	1180.396 	1140.327 	1171.492 	1243.823 	1255.207 	1188.344 	1313.090 	1299.772 	1299.502 	1293.508 	1409.976 	1410.420 	1413.435 	1380.739 	1353.055 	1384.593 	1499.376 	1298.334 	1418.905 	1403.803 	1403.864 	1384.313 	1478.134 	1365.170 	1170.810 	1365.315 	1461.108 
A,GEP,TOTAL,KTOE,SK	2302.178 	2214.976 	2179.450 	2238.349 	2442.562 	2679.106 	2755.494 	2788.220 	2680.825 	2628.289 	2704.643 	2701.489 	2412.296 	2490.312 	2248.887 	2395.352 	2463.989 	2464.660 	2479.106 	2356.062 	2313.242 	2327.085 	2385.039 	2319.089 	2444.884 	2479.622 	2580.911 	2307.653 	2571.195 	2585.125 
